Plant_id,Scientific_name,Plant_Name_Mapped,Plant_Part,Therapeutic_Use
609,Anagallis arvensis,Anagallis arvensis,whole plant,Gout
609,Anagallis arvensis,Anagallis arvensis,whole plant,Leprosy
609,Anagallis arvensis,Anagallis arvensis,whole plant,Liver diseases
609,Anagallis arvensis,Anagallis arvensis,whole plant,Mental disorders
609,Anagallis arvensis,Anagallis arvensis,whole plant,Rabies
609,Anagallis arvensis,Anagallis arvensis,whole plant,General tonic for rejuvenation
609,Anagallis arvensis,Anagallis arvensis,whole plant,Snake bites
609,Anagallis arvensis,Anagallis arvensis,whole plant,Uterine contraction
609,Anagallis arvensis,Anagallis arvensis,whole plant,Epilepsy
609,Anagallis arvensis,Anagallis arvensis,whole plant,Wound healing
612,Anamirta cocculus,Anamirta cocculus,stem,Bronchitis
612,Anamirta cocculus,Anamirta cocculus,seed,Uterine diseases
612,Anamirta cocculus,Anamirta cocculus,seed,"Tuberculosis, pulmonary"
612,Anamirta cocculus,Anamirta cocculus,seed,Inflammation
612,Anamirta cocculus,Anamirta cocculus,seed,Sweating
612,Anamirta cocculus,Anamirta cocculus,seed,Skin diseases
612,Anamirta cocculus,Anamirta cocculus,seed,Lice infestations
612,Anamirta cocculus,Anamirta cocculus,stem,Cough
612,Anamirta cocculus,Anamirta cocculus,seed,Tuberculosis
612,Anamirta cocculus,Anamirta cocculus,stem,Inflammation
612,Anamirta cocculus,Anamirta cocculus,whole plant excluding root,Diuretics
612,Anamirta cocculus,Anamirta cocculus,stem,Ulcer
612,Anamirta cocculus,Anamirta cocculus,stem,Uterine diseases
612,Anamirta cocculus,Anamirta cocculus,whole plant excluding root,Antineoplastic agents
612,Anamirta cocculus,Anamirta cocculus,whole plant excluding root,Cardiovascular system
612,Anamirta cocculus,Anamirta cocculus,,"Fishes, poisonous"
612,Anamirta cocculus,Anamirta cocculus,,"Fractures, bone"
612,Anamirta cocculus,Anamirta cocculus,,Nervous system diseases
612,Anamirta cocculus,Anamirta cocculus,,Psychophysiologic disorders
612,Anamirta cocculus,Anamirta cocculus,,Skin diseases
612,Anamirta cocculus,Anamirta cocculus,seed,Cough
612,Anamirta cocculus,Anamirta cocculus,stem,Skin diseases
612,Anamirta cocculus,Anamirta cocculus,seed,Bronchitis
612,Anamirta cocculus,Anamirta cocculus,,Anticonvulsants
612,Anamirta cocculus,Anamirta cocculus,seed,Antifungal agents
612,Anamirta cocculus,Anamirta cocculus,aerial part,Antineoplastic agents
612,Anamirta cocculus,Anamirta cocculus,seed,Anti-inflammatory agents
612,Anamirta cocculus,Anamirta cocculus,aerial part,Diuretics
612,Anamirta cocculus,Anamirta cocculus,fruit,Anthelmintics
612,Anamirta cocculus,Anamirta cocculus,fruit,Antifungal agents
612,Anamirta cocculus,Anamirta cocculus,fruit,Bronchitis
612,Anamirta cocculus,Anamirta cocculus,fruit,Cough
612,Anamirta cocculus,Anamirta cocculus,fruit,Expectorants
612,Anamirta cocculus,Anamirta cocculus,fruit,Flatulence
612,Anamirta cocculus,Anamirta cocculus,fruit,Inflammation
612,Anamirta cocculus,Anamirta cocculus,fruit,Insecticides
612,Anamirta cocculus,Anamirta cocculus,fruit,Scabies
612,Anamirta cocculus,Anamirta cocculus,fruit,Skin diseases
612,Anamirta cocculus,Anamirta cocculus,seed,Ulcer
612,Anamirta cocculus,Anamirta cocculus,fruit,Ulcer
612,Anamirta cocculus,Anamirta cocculus,fruit,Tinea
612,Anamirta cocculus,Anamirta cocculus,root,Ulcer
612,Anamirta cocculus,Anamirta cocculus,root,Inflammation
612,Anamirta cocculus,Anamirta cocculus,root,Cough
612,Anamirta cocculus,Anamirta cocculus,root,Bronchitis
612,Anamirta cocculus,Anamirta cocculus,root,Skin diseases
612,Anamirta cocculus,Anamirta cocculus,root,Uterine diseases
612,Anamirta cocculus,Anamirta cocculus,leaf,Malaria
612,Anamirta cocculus,Anamirta cocculus,fruit,Depurative
612,Anamirta cocculus,Anamirta cocculus,fruit,Uterine diseases
612,Anamirta cocculus,Anamirta cocculus,leaf,Uterine diseases
614,Ananas comosus,Ananas comosus,root,Abortifacient agents
614,Ananas comosus,Ananas comosus,stem,Diabetic foot
614,Ananas comosus,Ananas comosus,stem,Cellulitis
614,Ananas comosus,Ananas comosus,stem,Burns
614,Ananas comosus,Ananas comosus,stem,Antineoplastic agents
614,Ananas comosus,Ananas comosus,stem,Anti-inflammatory agents
614,Ananas comosus,Ananas comosus,stem,Anticoagulants
614,Ananas comosus,Ananas comosus,rhizome,Contraceptive agents
614,Ananas comosus,Ananas comosus,leaf,Laxatives
614,Ananas comosus,Ananas comosus,leaf,Skin diseases
614,Ananas comosus,Ananas comosus,leaf,Sexually transmitted diseases
614,Ananas comosus,Ananas comosus,leaf,Menstruation-inducing agents
614,Ananas comosus,Ananas comosus,leaf,Leprosy
614,Ananas comosus,Ananas comosus,stem,Edema
614,Ananas comosus,Ananas comosus,leaf,Jaundice
614,Ananas comosus,Ananas comosus,leaf,Insecticides
614,Ananas comosus,Ananas comosus,leaf,Helminthiasis
614,Ananas comosus,Ananas comosus,leaf,Whooping cough
614,Ananas comosus,Ananas comosus,stem,Hematoma
614,Ananas comosus,Ananas comosus,stem,Rheumatoid arthritis
614,Ananas comosus,Ananas comosus,stem,Sinusitis
614,Ananas comosus,Ananas comosus,,Cooling effect on body
614,Ananas comosus,Ananas comosus,,Diaphoretic
614,Ananas comosus,Ananas comosus,,Spasm
614,Ananas comosus,Ananas comosus,,Skin diseases
614,Ananas comosus,Ananas comosus,,Scurvy
614,Ananas comosus,Ananas comosus,,Leprosy
614,Ananas comosus,Ananas comosus,,Laxatives
614,Ananas comosus,Ananas comosus,,Jaundice
614,Ananas comosus,Ananas comosus,,Gastrointestinal tract
614,Ananas comosus,Ananas comosus,stem,Proctitis
614,Ananas comosus,Ananas comosus,,Frustration
614,Ananas comosus,Ananas comosus,,Diuretics
614,Ananas comosus,Ananas comosus,,Diphtheria
614,Ananas comosus,Ananas comosus,,Digestive system diseases
614,Ananas comosus,Ananas comosus,,Antinematodal agents
614,Ananas comosus,Ananas comosus,,Anti-inflammatory agents
614,Ananas comosus,Ananas comosus,,Anthelmintics
614,Ananas comosus,Ananas comosus,leaf,Fatigue
614,Ananas comosus,Ananas comosus,stem,Wounds and injuries
614,Ananas comosus,Ananas comosus,stem,Stomatitis
614,Ananas comosus,Ananas comosus,,Elephantiasis
614,Ananas comosus,Ananas comosus,leaf,Elephantiasis
614,Ananas comosus,Ananas comosus,leaf,"Intestinal diseases, parasitic"
614,Ananas comosus,Ananas comosus,leaf,Contraceptive agents
614,Ananas comosus,Ananas comosus,fruit,Emollients
614,Ananas comosus,Ananas comosus,fruit,Dyspepsia
614,Ananas comosus,Ananas comosus,fruit,Dysmenorrhea
614,Ananas comosus,Ananas comosus,fruit,Diuretics
614,Ananas comosus,Ananas comosus,fruit,Diarrhea
614,Ananas comosus,Ananas comosus,fruit,Contraceptive agents
614,Ananas comosus,Ananas comosus,fruit,Colic
614,Ananas comosus,Ananas comosus,leaf,Dysmenorrhea
614,Ananas comosus,Ananas comosus,fruit,Cardiotonic agents
614,Ananas comosus,Ananas comosus,fruit,Appetite stimulants
614,Ananas comosus,Ananas comosus,fruit,Antipyretics
614,Ananas comosus,Ananas comosus,fruit,Antipruritics
614,Ananas comosus,Ananas comosus,fruit,Anthelmintics
614,Ananas comosus,Ananas comosus,fruit,Anorexia
614,Ananas comosus,Ananas comosus,fruit,Amenorrhea
614,Ananas comosus,Ananas comosus,fruit,Abortifacient agents
614,Ananas comosus,Ananas comosus,flower,Skin care
614,Ananas comosus,Ananas comosus,flower,Eczema
614,Ananas comosus,Ananas comosus,flower,Anthelmintics
614,Ananas comosus,Ananas comosus,fruit,Expectorants
614,Ananas comosus,Ananas comosus,fruit,Fever
614,Ananas comosus,Ananas comosus,fruit,Cathartics
614,Ananas comosus,Ananas comosus,fruit,Gastrointestinal diseases
614,Ananas comosus,Ananas comosus,fruit,Flatulence
614,Ananas comosus,Ananas comosus,leaf,Anthelmintics
614,Ananas comosus,Ananas comosus,leaf,Amenorrhea
614,Ananas comosus,Ananas comosus,leaf,Abortifacient agents
614,Ananas comosus,Ananas comosus,fruit,Diaphoretic
614,Ananas comosus,Ananas comosus,fruit,Urinary bladder calculi
614,Ananas comosus,Ananas comosus,fruit,Sexually transmitted diseases
614,Ananas comosus,Ananas comosus,fruit,Scurvy
614,Ananas comosus,Ananas comosus,fruit,Scabies
614,Ananas comosus,Ananas comosus,fruit,Postnatal care
614,Ananas comosus,Ananas comosus,leaf,Cathartics
614,Ananas comosus,Ananas comosus,fruit,Laxatives
614,Ananas comosus,Ananas comosus,fruit,Jaundice
614,Ananas comosus,Ananas comosus,fruit,Hypohidrosis
614,Ananas comosus,Ananas comosus,fruit,Hemostatics
614,Ananas comosus,Ananas comosus,fruit,Hemoptysis
614,Ananas comosus,Ananas comosus,fruit,Hematologic diseases
614,Ananas comosus,Ananas comosus,fruit,Hematemesis
614,Ananas comosus,Ananas comosus,fruit,Helminthiasis
614,Ananas comosus,Ananas comosus,fruit,Heart diseases
614,Ananas comosus,Ananas comosus,fruit,Menstruation-inducing agents
615,Anaphalis adnata,Anaphalis adnata,flower,Hemostatics
620,Anaphalis busua,Anaphalis busua,whole plant,Parasympatholytics
621,Anaphalis contorta,Anaphalis contorta,flower,Hemostasis
621,Anaphalis contorta,Anaphalis contorta,,General tonic for rejuvenation
621,Anaphalis contorta,Anaphalis contorta,flower,Anti-bacterial agents
621,Anaphalis contorta,Anaphalis contorta,,Appetite stimulants
621,Anaphalis contorta,Anaphalis contorta,,Anti-bacterial agents
621,Anaphalis contorta,Anaphalis contorta,,Hypnotics and sedatives
621,Anaphalis contorta,Anaphalis contorta,whole plant,Anti-bacterial agents
621,Anaphalis contorta,Anaphalis contorta,leaf,Infection
621,Anaphalis contorta,Anaphalis contorta,flower,Hemostatics
621,Anaphalis contorta,Anaphalis contorta,whole plant,Cardiovascular system
621,Anaphalis contorta,Anaphalis contorta,leaf,Wounds and injuries
626,Anaphalis margaritacea,Anaphalis margaritacea,leaf,Wounds and injuries
628,Anaphalis neelgerryana,Anaphalis neelgerryana,leaf,Wounds and injuries
628,Anaphalis neelgerryana,Anaphalis neelgerryana,,"Anti-infective agents, local"
637,Anaphalis triplinervis,Anaphalis triplinervis,,Diuretics
637,Anaphalis triplinervis,Anaphalis triplinervis,,Hypotension
637,Anaphalis triplinervis,Anaphalis triplinervis,,Hypoglycemic agents
637,Anaphalis triplinervis,Anaphalis triplinervis,,Anti-bacterial agents
637,Anaphalis triplinervis,Anaphalis triplinervis,leaf,Gout
637,Anaphalis triplinervis,Anaphalis triplinervis,leaf,"Fractures, bone"
637,Anaphalis triplinervis,Anaphalis triplinervis,leaf,Synovitis
637,Anaphalis triplinervis,Anaphalis triplinervis,leaf,Arthritis
646,Ancistrocladus extensus,Ancistrocladus tectorius,stem,Antineoplastic agents
646,Ancistrocladus extensus,Ancistrocladus tectorius,whole plant excluding root,Diuretics
646,Ancistrocladus extensus,Ancistrocladus tectorius,whole plant excluding root,Parasympatholytics
648,Ancistrocladus heyneanus,Ancistrocladus heyneanus,aerial part,Parasympatholytics
648,Ancistrocladus heyneanus,Ancistrocladus heyneanus,root,Parasympatholytics
648,Ancistrocladus heyneanus,Ancistrocladus heyneanus,stem,Antineoplastic agents
648,Ancistrocladus heyneanus,Ancistrocladus heyneanus,whole plant,Cardiovascular system
648,Ancistrocladus heyneanus,Ancistrocladus heyneanus,whole plant,Parasympatholytics
649,Andira inermis,Andira inermis,wood,Narcotics
649,Andira inermis,Andira inermis,wood,Cathartics
649,Andira inermis,Andira inermis,wood,Anthelmintics
649,Andira inermis,Andira inermis,seed,Narcotics
649,Andira inermis,Andira inermis,bark,Cathartics
649,Andira inermis,Andira inermis,seed,Antipyretics
649,Andira inermis,Andira inermis,seed,Anthelmintics
649,Andira inermis,Andira inermis,bark,Antipyretics
649,Andira inermis,Andira inermis,bark,Anthelmintics
649,Andira inermis,Andira inermis,seed,Cathartics
652,Andrographis atropurpurea,Andrographis atropurpurea,leaf,Insecticides
656,Andrographis echioides,Andrographis echioides,,Diuretics
656,Andrographis echioides,Andrographis echioides,,Fever
656,Andrographis echioides,Andrographis echioides,,Antipyretics
656,Andrographis echioides,Andrographis echioides,whole plant,Antihypertensive agents
656,Andrographis echioides,Andrographis echioides,whole plant,Diuretics
656,Andrographis echioides,Andrographis echioides,leaf,Stomach diseases
656,Andrographis echioides,Andrographis echioides,leaf,Antipyretics
656,Andrographis echioides,Andrographis echioides,whole plant,Fever
670,Andrographis paniculata,Andrographis paniculata,,Cholera
670,Andrographis paniculata,Andrographis paniculata,,Colic
670,Andrographis paniculata,Andrographis paniculata,,Constipation
670,Andrographis paniculata,Andrographis paniculata,,Contraceptive agents
670,Andrographis paniculata,Andrographis paniculata,,Convalescence
670,Andrographis paniculata,Andrographis paniculata,,Cough
670,Andrographis paniculata,Andrographis paniculata,,Diabetes mellitus
670,Andrographis paniculata,Andrographis paniculata,,"Diarrhea, infantile"
670,Andrographis paniculata,Andrographis paniculata,,Digestive system diseases
670,Andrographis paniculata,Andrographis paniculata,,Dysentery
670,Andrographis paniculata,Andrographis paniculata,,Dysmenorrhea
670,Andrographis paniculata,Andrographis paniculata,,Dyspepsia
670,Andrographis paniculata,Andrographis paniculata,,Eczema
670,Andrographis paniculata,Andrographis paniculata,,Edema
670,Andrographis paniculata,Andrographis paniculata,,Bronchitis
670,Andrographis paniculata,Andrographis paniculata,,Diarrhea
670,Andrographis paniculata,Andrographis paniculata,,Blood pressure regulation
670,Andrographis paniculata,Andrographis paniculata,whole plant,Pruritus
670,Andrographis paniculata,Andrographis paniculata,,Asthenia
670,Andrographis paniculata,Andrographis paniculata,whole plant,Jaundice
670,Andrographis paniculata,Andrographis paniculata,whole plant,Liver diseases
670,Andrographis paniculata,Andrographis paniculata,whole plant,Malaria
670,Andrographis paniculata,Andrographis paniculata,,Expectorants
670,Andrographis paniculata,Andrographis paniculata,whole plant,Snake bites
670,Andrographis paniculata,Andrographis paniculata,whole plant,Stomach diseases
670,Andrographis paniculata,Andrographis paniculata,whole plant,Thrombotic microangiopathies
670,Andrographis paniculata,Andrographis paniculata,whole plant,Typhoid fever
670,Andrographis paniculata,Andrographis paniculata,,Immunostimulant
670,Andrographis paniculata,Andrographis paniculata,,Anemia
670,Andrographis paniculata,Andrographis paniculata,,Anthelmintics
670,Andrographis paniculata,Andrographis paniculata,,Anti-inflammatory agents
670,Andrographis paniculata,Andrographis paniculata,,Antipruritics
670,Andrographis paniculata,Andrographis paniculata,,Antipyretics
670,Andrographis paniculata,Andrographis paniculata,,Appetite stimulants
670,Andrographis paniculata,Andrographis paniculata,,Bites and stings
670,Andrographis paniculata,Andrographis paniculata,,Fever
670,Andrographis paniculata,Andrographis paniculata,,Lice infestations
670,Andrographis paniculata,Andrographis paniculata,,Gonorrhea
670,Andrographis paniculata,Andrographis paniculata,,Scorpion stings
670,Andrographis paniculata,Andrographis paniculata,,Skin diseases
670,Andrographis paniculata,Andrographis paniculata,,Snake bites
670,Andrographis paniculata,Andrographis paniculata,,Splenic diseases
670,Andrographis paniculata,Andrographis paniculata,,Splenomegaly
670,Andrographis paniculata,Andrographis paniculata,,Stomach diseases
670,Andrographis paniculata,Andrographis paniculata,,"Tuberculosis, pulmonary"
670,Andrographis paniculata,Andrographis paniculata,,Ulcer
670,Andrographis paniculata,Andrographis paniculata,,Urination disorders
670,Andrographis paniculata,Andrographis paniculata,,Vitiligo
670,Andrographis paniculata,Andrographis paniculata,,Wound healing
670,Andrographis paniculata,Andrographis paniculata,,Wounds and injuries
670,Andrographis paniculata,Andrographis paniculata,,Child health
670,Andrographis paniculata,Andrographis paniculata,,Antiperiodic
670,Andrographis paniculata,Andrographis paniculata,,Depurative
670,Andrographis paniculata,Andrographis paniculata,,Scabies
670,Andrographis paniculata,Andrographis paniculata,,General tonic for rejuvenation
670,Andrographis paniculata,Andrographis paniculata,,Pruritus
670,Andrographis paniculata,Andrographis paniculata,,Anti-poisoning
670,Andrographis paniculata,Andrographis paniculata,,Hematologic diseases
670,Andrographis paniculata,Andrographis paniculata,,Hemorrhage
670,Andrographis paniculata,Andrographis paniculata,,Hemorrhoids
670,Andrographis paniculata,Andrographis paniculata,,Hepatitis
670,Andrographis paniculata,Andrographis paniculata,,"Hepatitis, viral, human"
670,Andrographis paniculata,Andrographis paniculata,,Hypohidrosis
670,Andrographis paniculata,Andrographis paniculata,,"Influenza, human"
670,Andrographis paniculata,Andrographis paniculata,,Flatulence
670,Andrographis paniculata,Andrographis paniculata,,Insecticides
670,Andrographis paniculata,Andrographis paniculata,,Jaundice
670,Andrographis paniculata,Andrographis paniculata,,Laxatives
670,Andrographis paniculata,Andrographis paniculata,,Leprosy
670,Andrographis paniculata,Andrographis paniculata,whole plant,"Influenza, human"
670,Andrographis paniculata,Andrographis paniculata,,Liver diseases
670,Andrographis paniculata,Andrographis paniculata,,Malaria
670,Andrographis paniculata,Andrographis paniculata,,Neuralgia
670,Andrographis paniculata,Andrographis paniculata,,"Intestinal diseases, parasitic"
670,Andrographis paniculata,Andrographis paniculata,whole plant,Hemorrhoids
670,Andrographis paniculata,Andrographis paniculata,whole plant,Diabetes mellitus
670,Andrographis paniculata,Andrographis paniculata,whole plant,Fever
670,Andrographis paniculata,Andrographis paniculata,leaf,Cholagogues and choleretics
670,Andrographis paniculata,Andrographis paniculata,leaf,Cholera
670,Andrographis paniculata,Andrographis paniculata,leaf,Constipation
670,Andrographis paniculata,Andrographis paniculata,leaf,Diarrhea
670,Andrographis paniculata,Andrographis paniculata,leaf,Dysentery
670,Andrographis paniculata,Andrographis paniculata,leaf,Dyspepsia
670,Andrographis paniculata,Andrographis paniculata,leaf,Eczema
670,Andrographis paniculata,Andrographis paniculata,leaf,Filariasis
670,Andrographis paniculata,Andrographis paniculata,leaf,Flatulence
670,Andrographis paniculata,Andrographis paniculata,leaf,Gastrointestinal diseases
670,Andrographis paniculata,Andrographis paniculata,leaf,Liver diseases
670,Andrographis paniculata,Andrographis paniculata,leaf,Liver failure
670,Andrographis paniculata,Andrographis paniculata,leaf,Lung diseases
670,Andrographis paniculata,Andrographis paniculata,leaf,Malaria
670,Andrographis paniculata,Andrographis paniculata,leaf,Menstruation disturbances
670,Andrographis paniculata,Andrographis paniculata,leaf,Asthenia
670,Andrographis paniculata,Andrographis paniculata,leaf,Appetite stimulants
670,Andrographis paniculata,Andrographis paniculata,leaf,Aphrodisiacs
670,Andrographis paniculata,Andrographis paniculata,leaf,Antipyretics
670,Andrographis paniculata,Andrographis paniculata,aerial part,Antipyretics
670,Andrographis paniculata,Andrographis paniculata,whole plant,Gonorrhea
670,Andrographis paniculata,Andrographis paniculata,aerial part,Diarrhea
670,Andrographis paniculata,Andrographis paniculata,aerial part,Dysentery
670,Andrographis paniculata,Andrographis paniculata,aerial part,Dyspepsia
670,Andrographis paniculata,Andrographis paniculata,aerial part,Fever
670,Andrographis paniculata,Andrographis paniculata,aerial part,Hemorrhoids
670,Andrographis paniculata,Andrographis paniculata,leaf,Neuralgia
670,Andrographis paniculata,Andrographis paniculata,aerial part,Jaundice
670,Andrographis paniculata,Andrographis paniculata,aerial part,Pruritus
670,Andrographis paniculata,Andrographis paniculata,aerial part,Skin diseases
670,Andrographis paniculata,Andrographis paniculata,aerial part,Urination disorders
670,Andrographis paniculata,Andrographis paniculata,aerial part,Wounds and injuries
670,Andrographis paniculata,Andrographis paniculata,leaf,Abdominal pain
670,Andrographis paniculata,Andrographis paniculata,leaf,Anthelmintics
670,Andrographis paniculata,Andrographis paniculata,leaf,Anti-bacterial agents
670,Andrographis paniculata,Andrographis paniculata,aerial part,Liver diseases
670,Andrographis paniculata,Andrographis paniculata,leaf,Pyelonephritis
670,Andrographis paniculata,Andrographis paniculata,bark,Jaundice
670,Andrographis paniculata,Andrographis paniculata,leaf,Stomach diseases
670,Andrographis paniculata,Andrographis paniculata,stem,Contraceptive agents
670,Andrographis paniculata,Andrographis paniculata,whole plant,Analgesics
670,Andrographis paniculata,Andrographis paniculata,whole plant,Edema
670,Andrographis paniculata,Andrographis paniculata,whole plant,Anthelmintics
670,Andrographis paniculata,Andrographis paniculata,whole plant,Anti-bacterial agents
670,Andrographis paniculata,Andrographis paniculata,whole plant,Antidotes
670,Andrographis paniculata,Andrographis paniculata,whole plant,Antiparasitic agents
670,Andrographis paniculata,Andrographis paniculata,whole plant,Antipyretics
670,Andrographis paniculata,Andrographis paniculata,whole plant,Astringents
670,Andrographis paniculata,Andrographis paniculata,whole plant,Bronchitis
670,Andrographis paniculata,Andrographis paniculata,whole plant,Cholera
670,Andrographis paniculata,Andrographis paniculata,whole plant,"Diarrhea, infantile"
670,Andrographis paniculata,Andrographis paniculata,whole plant,Digestive system diseases
670,Andrographis paniculata,Andrographis paniculata,whole plant,Dysentery
670,Andrographis paniculata,Andrographis paniculata,whole plant,Eczema
670,Andrographis paniculata,Andrographis paniculata,root,Whooping cough
670,Andrographis paniculata,Andrographis paniculata,root,Ulcer
670,Andrographis paniculata,Andrographis paniculata,stem,General tonic for rejuvenation
670,Andrographis paniculata,Andrographis paniculata,root,Liver diseases
670,Andrographis paniculata,Andrographis paniculata,leaf,Wound healing
670,Andrographis paniculata,Andrographis paniculata,rhizome,Anthelmintics
670,Andrographis paniculata,Andrographis paniculata,rhizome,Antipyretics
670,Andrographis paniculata,Andrographis paniculata,rhizome,Appetite stimulants
670,Andrographis paniculata,Andrographis paniculata,root,General tonic for rejuvenation
670,Andrographis paniculata,Andrographis paniculata,root,Abdominal pain
670,Andrographis paniculata,Andrographis paniculata,root,Anthelmintics
670,Andrographis paniculata,Andrographis paniculata,root,Antipyretics
670,Andrographis paniculata,Andrographis paniculata,rhizome,Fever
670,Andrographis paniculata,Andrographis paniculata,root,Appetite stimulants
670,Andrographis paniculata,Andrographis paniculata,root,Bites and stings
670,Andrographis paniculata,Andrographis paniculata,root,Cholagogues and choleretics
670,Andrographis paniculata,Andrographis paniculata,root,Fever
670,Andrographis paniculata,Andrographis paniculata,root,"Intestinal diseases, parasitic"
670,Andrographis paniculata,Andrographis paniculata,root,Laxatives
670,Andrographis paniculata,Andrographis paniculata,root,Antirheumatic agents
670,Andrographis paniculata,Andrographis paniculata,leaf,General tonic for rejuvenation
674,Andrographis serpyllifolia,Andrographis serpyllifolia,leaf,Ulcer
674,Andrographis serpyllifolia,Andrographis serpyllifolia,root,Ulcer
674,Andrographis serpyllifolia,Andrographis serpyllifolia,stem,Ulcer
678,Andrographis wightiana,Andrographis atropurpurea,leaf,Insecticides
681,Andropogon hallii,Andropogon hallii,,Antipyretics
681,Andropogon hallii,Andropogon hallii,,Flatulence
681,Andropogon hallii,Andropogon hallii,,Diuretics
681,Andropogon hallii,Andropogon hallii,root,Flatulence
681,Andropogon hallii,Andropogon hallii,root,Diuretics
681,Andropogon hallii,Andropogon hallii,root,Analgesics
681,Andropogon hallii,Andropogon hallii,root,Abdominal pain
681,Andropogon hallii,Andropogon hallii,leaf,Fever
681,Andropogon hallii,Andropogon hallii,,Analgesics
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Splenic diseases
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Nervous system diseases
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Laxatives
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Inflammation
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Hemiplegia
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Flatulence
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Facial paralysis
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Anuria
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Appetite stimulants
682,Andropogon jwarancusa,Cymbopogon jwarancusa,root,Stomach diseases
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Anti-inflammatory agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Anticonvulsants
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Amenorrhea
682,Andropogon jwarancusa,Cymbopogon jwarancusa,root,Deobstruent
682,Andropogon jwarancusa,Cymbopogon jwarancusa,root,Diaphoretic
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Arthritis
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Stomach diseases
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Anti-infective agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Anti-bacterial agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,,General tonic for rejuvenation
682,Andropogon jwarancusa,Cymbopogon jwarancusa,,Dyspepsia
682,Andropogon jwarancusa,Cymbopogon jwarancusa,,Cough
682,Andropogon jwarancusa,Cymbopogon jwarancusa,,Cholera
682,Andropogon jwarancusa,Cymbopogon jwarancusa,,Antirheumatic agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,,Antifungal agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,General tonic for rejuvenation
682,Andropogon jwarancusa,Cymbopogon jwarancusa,stem,Deobstruent
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Hematologic diseases
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Fever
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Dyspepsia
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Cough
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Cholera
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Antirheumatic agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Antipyretics
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,"Anti-infective agents, local"
682,Andropogon jwarancusa,Cymbopogon jwarancusa,whole plant,Gout
682,Andropogon jwarancusa,Cymbopogon jwarancusa,root,Splenic diseases
682,Andropogon jwarancusa,Cymbopogon jwarancusa,root,Facial paralysis
682,Andropogon jwarancusa,Cymbopogon jwarancusa,root,Parasympatholytics
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Laxatives
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Insecticides
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Inflammation
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Hemiplegia
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Facial paralysis
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Arthritis
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Appetite stimulants
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Nervous system diseases
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Anuria
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Anti-inflammatory agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Antifungal agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Anticonvulsants
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Anti-bacterial agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Amenorrhea
682,Andropogon jwarancusa,Cymbopogon jwarancusa,root,General tonic for rejuvenation
682,Andropogon jwarancusa,Cymbopogon jwarancusa,flower,Hemostatics
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Antirheumatic agents
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Neuralgia
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,Flatulence
682,Andropogon jwarancusa,Cymbopogon jwarancusa,leaf,General tonic for rejuvenation
