Plant_Id,Scientific_Name,Common_Name,Regional_Name,Category,Family,Light,Water,Primary_Grown_for,Flowering_Season,Foliage_Color,Height_or_Length,Spread_or_Width,Plant_Form,Lifespan,Special_Feature,Plant_Description,Growing_Tips,Image_Paths
974,Asparagus densiflorus plumosus,Bridal Fern,"Marathi - Satavari, Hindi - Satavari, Bengali - Stmuli, Gujarati - Satavar, Kannada - Jayibem, Malayalam - Shatavali, Sanskrit - Shatavari, Tamil - Kilavari, Telugu - Philli Tega","Shrubs, Groundcovers, Indoor Plants, Climbers, Creepers & Vines, Medicinal Plants",Liliaceae or Lily family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Foliage,"Flowers in flushes throughout the year, Flowers are inconspicuous",Green,2 to 4 meters,,Climbing or growing on support,,"Auspicious or Feng Shui plant, Good for Cut foliage, Good for screening, Good for Hedges and Borders, Can grow on trellis or chain link fencing, Attracts bees, Thorny or Spiny, Suitable for road median planting, Hanging or weeping growth habit, Good on seaside","Plants have multiple round full shoots. They radiate outward from the ground giving the plant a pretty robust form., They belong to the lily family. They have swollen roots., Plants have finely cut leaves. These leaves are sought after by florists for flower arrangements., Asparagus plants throw up new shoots from the base. each new shoot is stronger and larger than the previous ones., The flowers are tiny, white and borne in profusion., The fruit is small, round, green and matures to red and then black., Plants can be trimmed to keep in shape., This one is known as the bridal fern because the leaves are so often used for making the delicate lacy bouquets that brides carry on the way to the alter., Plants grow best in semi shade and when trained onto some kind of a trellis.","Asparagus plants are easy to grow., Rarely do we come across anybody - who has a problem growing asparagus plants., Plants like rich, fertile and well drained soil., They can be grown both in the soil as well as pots., If planted in pots they have to be changed every few years as the pots get full of swollen roots., Plants grow best in semi shade or bright light., Plants are long lived. Prepare soil well. In case plants become root bound they can be removed, part of their root ball cut and new potting mix added.","['Scraped_Images/974_Asparagus densiflorus plumosus/Asparagus densiflorus plumosus_0.jpg', 'Scraped_Images/974_Asparagus densiflorus plumosus/Asparagus densiflorus plumosus_1.jpg', 'Scraped_Images/974_Asparagus densiflorus plumosus/Asparagus densiflorus plumosus_2.jpg', 'Scraped_Images/974_Asparagus densiflorus plumosus/Asparagus densiflorus plumosus_3.jpg', 'Scraped_Images/974_Asparagus densiflorus plumosus/Asparagus densiflorus plumosus_4.jpg']"
976,Asparagus fulcatus,Sickle Horn Asparagus,"Marathi - Satavari, Hindi - Satavari, Bengali - Stmuli, Gujarati - Satavar, Kannada - Jayibem, Malayalam - Shatavali, Sanskrit - Shatavari, Tamil - Kilavari, Telugu - Philli Tega","Climbers, Creepers & Vines, Shrubs, Medicinal Plants, Indoor Plants",Liliaceae or Lily family,"Sun growing, Semi shade, Shade growing","Normal, Can tolerate less, Can tolerate more",Foliage,"Flowers in flushes throughout the year, Flowers are inconspicuous",Green,8 to 12 meters,,Climbing or growing on support,,"Auspicious or Feng Shui plant, Good for Cut foliage, Good for screening, Good for Hedges and Borders, Can grow on trellis or chain link fencing, Attracts bees, Thorny or Spiny, Suitable for road median planting, Hanging or weeping growth habit, Good on seaside","Plants have multiple round full shoots. They radiate outward from the ground giving the plant a pretty robust form., They belong to the lily family. They have swollen roots., Asparagus are easy plants to grow., They belong to the lily family. They all have swollen roots., Asparagus plants throw up new shoots from the base. Each new shoot is stronger and larger than the previous ones till the point of full growth., The flowers are tiny, white and borne in profusion., The fruit is small, round, green and matures to red and then black., Plants can be trimmed to keep in shape.","Asparagus plants are easy to grow., Rarely do we come across anybody - who has a problem growing asparagus plants., Plants like rich, fertile and well drained soil., They can be grown both in the soil as well as pots., If planted in pots they have to be changed every few years as the pots get full of swollen roots., Plants grow best in semi shade or bright light., Plants are long lived. Prepare soil well. In case plants become root bound they can be removed, part of their root ball cut and new potting mix added., Plants grow best in semi shade and when trained onto some kind of a trellis.","['Scraped_Images/976_Asparagus fulcatus/Asparagus fulcatus_0.jpg', 'Scraped_Images/976_Asparagus fulcatus/Asparagus fulcatus_1.jpg', 'Scraped_Images/976_Asparagus fulcatus/Asparagus fulcatus_2.jpg', 'Scraped_Images/976_Asparagus fulcatus/Asparagus fulcatus_3.jpg', 'Scraped_Images/976_Asparagus fulcatus/Asparagus fulcatus_4.jpg']"
979,Asparagus meyerii,Fox Tail Asparagus,"Marathi - Satavari, Hindi - Satavari, Bengali - Stmuli, Gujarati - Satavar, Kannada - Jayibem, Malayalam - Shatavali, Sanskrit - Shatavari, Tamil - Kilavari, Telugu - Philli Tega","Shrubs, Groundcovers, Indoor Plants",Liliaceae or Lily family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Foliage,"Flowers in flushes throughout the year, Flowers are inconspicuous",Green,50 cms to 100 cms,50 cms to 100 cms,Spreading,,"Good for Cut foliage, Good for screening, Good for Hedges and Borders, Good for Edges ie very small hedge or border, Attracts bees, Suitable for road median planting, Hanging or weeping growth habit","This is a very popular asparagus., Plants have multiple round full shoots. They radiate outward from the ground giving the plant a pretty robust form., They belong to the lily family. They have swollen roots., Plants have finely cut leaves. These leaves are sought after by florists for flower arrangements., Asparagus plants throw up new shoots from the base. Each new shoot is stronger and larger than the previous ones till the point of full growth., The flowers are tiny, white and borne in profusion., The fruit is small, round, green and matures to red and then black., Plants can be trimmed to keep in shape., Plants grow best in semi shade.","Asparagus plants are easy to grow., Rarely do we come across anybody - who has a problem growing asparagus plants., Plants like rich, fertile and well drained soil., They can be grown both in the soil as well as pots., If planted in pots they have to be changed every few years as the pots get full of swollen roots., Plants grow best in semi shade or bright light., Plants are long lived. Prepare soil well. In case plants become root bound they can be removed, part of their root ball cut and new potting mix added.","['Scraped_Images/979_Asparagus meyerii/Asparagus meyerii_0.jpg', 'Scraped_Images/979_Asparagus meyerii/Asparagus meyerii_1.jpg', 'Scraped_Images/979_Asparagus meyerii/Asparagus meyerii_2.jpg', 'Scraped_Images/979_Asparagus meyerii/Asparagus meyerii_3.jpg', 'Scraped_Images/979_Asparagus meyerii/Asparagus meyerii_4.jpg']"
980,Asparagus officinalis,Asparagus,"Marathi - Satavari, Hindi - Satavari, Bengali - Stmuli, Gujarati - Satavar, Kannada - Jayibem, Malayalam - Shatavali, Sanskrit - Shatavari, Tamil - Kilavari, Telugu - Philli Tega","Climbers, Creepers & Vines, Shrubs, Medicinal Plants",Liliaceae or Lily family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Foliage,"Flowers in flushes throughout the year, Flowers are inconspicuous",Green,2 to 4 meters,,Climbing or growing on support,,"Auspicious or Feng Shui plant, Good for Cut foliage, Good for screening, Good for Hedges and Borders, Can grow on trellis or chain link fencing, Attracts birds, Attracts bees, Thorny or Spiny, Suitable for road median planting, Hanging or weeping growth habit, Good on seaside","It is a beautiful xerophytic garden plant which is often planted in pots for ornamental use., The leaf like cladodes are succulent and lush green., The leaves are reduced to scales and the stems are spiney in nature., The insignificant tiny white flowers give rise to small fruits, the size of pepper corns., These fruits which are initially green, turn red on maturity., Plants have multiple round full shoots. They radiate outward from the ground giving the plant a pretty robust form., They belong to the lily family. They have swollen roots., Asparagus plants throw up new shoots from the base. Each new shoot is stronger and larger than the previous ones till the point of full growth., The flowers are tiny, white and borne in profusion., The fruit is small, round, green and matures to red and then black., Plants can be trimmed to keep in shape., Plants grow best in semi shade., Plants can be trimmed to keep in shape., Plants grow best in full sunlight and when trained onto some kind of a trellis., Used for promoting appetite., Strengthens in giving tone to the stomach., Giving tone and vitality to the body., Increasing the secretion of milk in lactating mothers., Controlling dysentery., Checking tumours and inflammations., Checking congestion of the liver., Used for diseases of the blood, eye and throat., Used to control tuberculosis and leprosy., Used to control epilepsy and night blindness., Part used - only the succulent roots.","Asparagus plants are easy to grow., Rarely do we come across anybody - who has a problem growing asparagus plants., Plants like rich, fertile and well drained soil., They can be grown both in the soil as well as pots., If planted in pots they have to be changed every few years as the pots get full of swollen roots., Plants grow best in semi shade or bright light., Plants are long lived. Prepare soil well. In case plants become root bound they can be removed, part of their root ball cut and new potting mix added., Plants grow best in semi shade and when trained onto some kind of a trellis.","['Scraped_Images/980_Asparagus officinalis/Asparagus officinalis_0.jpg', 'Scraped_Images/980_Asparagus officinalis/Asparagus officinalis_1.jpg', 'Scraped_Images/980_Asparagus officinalis/Asparagus officinalis_2.jpg', 'Scraped_Images/980_Asparagus officinalis/Asparagus officinalis_3.jpg', 'Scraped_Images/980_Asparagus officinalis/Asparagus officinalis_4.jpg']"
981,Asparagus pyramidalis,Asparagus Pyrimidalis,"Marathi - Satavari, Hindi - Satavari, Bengali - Stmuli, Gujarati - Satavar, Kannada - Jayibem, Malayalam - Shatavali, Sanskrit - Shatavari, Tamil - Kilavari, Telugu - Philli Tega",Shrubs,Liliaceae or Lily family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Foliage,"Flowers in flushes throughout the year, Flowers are inconspicuous",Green,1 to 2 meters,50 cms to 100 cms,"Spreading, Upright or Erect",,"Auspicious or Feng Shui plant, Good for Cut foliage, Good for screening, Good for Hedges and Borders, Can grow on trellis or chain link fencing, Attracts bees, Thorny or Spiny, Suitable for road median planting, Hanging or weeping growth habit, Grows best in humid and warm regions","This is a very delicate asparagus variety., Its leaves are very fine., Asparagus are generally easy plants to grow. This one is probably the more difficult one to grow., They belong to the lily family. They all have swollen roots., Plants have finely cut leaves. These leaves are sought after by florists for flower arrangements., Asparagus plants throw up new shoots from the base. each new shoot is stronger and larger than the previous ones., The flowers are tiny, white and borne in profusion., The fruit is small, round, green and matures to red and then black.","Asparagus plants are relatively easy to grow., This one should be preferably grown in pots., Plants like rich, fertile and well drained soil., They can be grown both in the soil as well as pots., If planted in pots they have to be changed every few years as the pots get full of swollen roots., Plants can be trimmed to keep in shape., Plants grow best in semi shade and when trained onto some kind of a support.","['Scraped_Images/981_Asparagus pyramidalis/Asparagus pyramidalis_0.jpg', 'Scraped_Images/981_Asparagus pyramidalis/Asparagus pyramidalis_1.jpg', 'Scraped_Images/981_Asparagus pyramidalis/Asparagus pyramidalis_2.jpg', 'Scraped_Images/981_Asparagus pyramidalis/Asparagus pyramidalis_3.jpg', 'Scraped_Images/981_Asparagus pyramidalis/Asparagus pyramidalis_4.jpg']"
982,"Asparagus retrofactus, Asparagus myriocaldus",Ming Asparagus,"Marathi - Satavari, Hindi - Satavari, Bengali - Stmuli, Gujarati - Satavar, Kannada - Jayibem, Malayalam - Shatavali, Sanskrit - Shatavari, Tamil - Kilavari, Telugu - Philli Tega","Shrubs, Indoor Plants",Liliaceae or Lily family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Foliage,"Flowers in flushes throughout the year, Flowers are inconspicuous",Green,2 to 4 meters,1 to 2 meters,"Spreading, Upright or Erect",,"Auspicious or Feng Shui plant, Good for Cut foliage, Good for screening, Good for Hedges and Borders, Attracts bees, Thorny or Spiny, Suitable for road median planting, Hanging or weeping growth habit","This is a pretty large growing Asparagus. Its size is somewhat restrained when planted in pots., Asparagus are easy plants to grow., They belong to the lily family. They all have swollen roots., Plants have finely cut leaves. These leaves are sought after by florists for flower arrangements., Asparagus plants throw up new shoots from the base. each new shoot is stronger and larger than the previous ones., The flowers are tiny, white and borne in profusion., The fruit is small, round, green and matures to red and then black., Plants can be trimmed to keep in shape, This variety is the most valued asparagus in the cut foliage trade., Flowers only in cool regions.","Asparagus plants are easy to grow., Rarely do we come across anybody - who has a problem growing asparagus plants., Plants like rich, fertile and well drained soil., They can be grown both in the soil as well as pots., If planted in pots they have to be changed every few years as the pots get full of swollen roots.","['Scraped_Images/982_Asparagus retrofactus, Asparagus myriocaldus/Asparagus retrofactus, Asparagus myriocaldus_0.jpg', 'Scraped_Images/982_Asparagus retrofactus, Asparagus myriocaldus/Asparagus retrofactus, Asparagus myriocaldus_1.jpg', 'Scraped_Images/982_Asparagus retrofactus, Asparagus myriocaldus/Asparagus retrofactus, Asparagus myriocaldus_2.jpg', 'Scraped_Images/982_Asparagus retrofactus, Asparagus myriocaldus/Asparagus retrofactus, Asparagus myriocaldus_3.jpg', 'Scraped_Images/982_Asparagus retrofactus, Asparagus myriocaldus/Asparagus retrofactus, Asparagus myriocaldus_4.jpg']"
984,Asparagus sprengerii,"Asparagus Sprengerii, Sprengeri Fern","Marathi - Satavari, Hindi - Satavari, Bengali - Stmuli, Gujarati - Satavar, Kannada - Jayibem, Malayalam - Shatavali, Sanskrit - Shatavari, Tamil - Kilavari, Telugu - Philli Tega","Shrubs, Medicinal Plants, Groundcovers, Indoor Plants",Liliaceae or Lily family,"Sun growing, Semi shade",Normal,Foliage,"Flowers in flushes throughout the year, Flowers are inconspicuous",Green,50 cms to 100 cms,50 cms to 100 cms,"Low spreading, Weeping",,"Auspicious or Feng Shui plant, Good for Cut foliage, Good for screening, Good for Hedges and Borders, Good for Edges ie very small hedge or border, Attracts bees, Thorny or Spiny, Suitable for road median planting, Hanging or weeping growth habit, Salt or salinity tolerant, Good on seaside","This is the most commonly grown ornamental Asparagus., Plants have stiff leaves that are borne on long shoots., Asparagus are easy plants to grow., They belong to the lily family. They all have swollen roots., Plants have finely cut leaves. These leaves are sought after by florists for flower arrangements., Asparagus plants throw up new shoots from the base. each new shoot is stronger and larger than the previous ones., The flowers are tiny, white and borne in profusion., The fruit is small, round, green and matures to red and then black., Plants can be trimmed to keep in shape., Plants are often used for planting in balconies or raised beds so that they hang down.","Asparagus plants are easy to grow., Rarely do we come across anybody - who has a problem growing this asparagus plant., Plants like rich, fertile and well drained soil., They can be grown both in the soil as well as pots., If planted in pots they have to be changed every few years as the pots get full of swollen roots.","['Scraped_Images/984_Asparagus sprengerii/Asparagus sprengerii_0.jpg', 'Scraped_Images/984_Asparagus sprengerii/Asparagus sprengerii_1.jpg', 'Scraped_Images/984_Asparagus sprengerii/Asparagus sprengerii_2.jpg', 'Scraped_Images/984_Asparagus sprengerii/Asparagus sprengerii_3.jpg', 'Scraped_Images/984_Asparagus sprengerii/Asparagus sprengerii_4.jpg']"
986,Aster amellus lilac,Daisy Michaelmus Lilac,,"Shrubs, Groundcovers",Compositae or Sunflower family,"Sun growing, Semi shade",Normal,Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,50 cms to 100 cms,50 cms to 100 cms,"Spreading, Upright or Erect",,"Good for Cut flowers, Plant for puja or prayer flower or leaves, Attracts birds, Attracts butterflies, Attracts bees, Suitable for road median planting, Good on seaside",One of the hardiest of ground covers. The plants once planted need little looking after. The one thing that they do need is lots of sunshine. The flowers are long lasting and can be used in flower arrangements.,Plant in well drained and rich soil. Plants can be planted 15 to 20 cms apart for even coverage. Water normally. Plants do not like cold dry winters. Perform well in pots as well. Can be planted commercially for cut flowers too.,"['Scraped_Images/986_Aster amellus lilac/Aster amellus lilac_0.jpg', 'Scraped_Images/986_Aster amellus lilac/Aster amellus lilac_1.jpg', 'Scraped_Images/986_Aster amellus lilac/Aster amellus lilac_2.jpg', 'Scraped_Images/986_Aster amellus lilac/Aster amellus lilac_3.jpg', 'Scraped_Images/986_Aster amellus lilac/Aster amellus lilac_4.jpg']"
987,Barleria repens,"Red Barleria, Small Bush Violet, Berleria, Barleria Groundcover",Marathi - Tambadi Koranti,"Groundcovers, Shrubs",Acanthaceae or Crossandra or Thunbergia family,"Sun growing, Semi shade",Can tolerate less,Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,Less than 50 cms,50 cms to 100 cms,Low spreading,,"Good for Edges ie very small hedge or border, Attracts bees, Animals will not eat, Thorny or Spiny, Suitable for road median planting, Hanging or weeping growth habit, Good on seaside","The genus is named in honour of J.Barrelier. A french botanist of the 17 th century., Red Barleria is an unusual African cousin of the other native barlerias which are either yellow or white., It usually forms a rounded to spreading bushy shrub, 0.7 m high by 1 m wide, but sometimes also climbs/leans into nearby trees and shrubs (up to 2 m)., New branches tend to root as they touch ground, so this plant can quickly increase its territory if not checked. In fact, the botanical name repens stands for creeping., It is an evergreen plant, and has soft, shiny, dark green leaves., Flowers are fairly large, and are a deep purple-mauve or pink-red. The fruit is an explosive, club-shaped capsule.","Barlerias are commonly grown as hedge plants or in mixed shrubbery., The orange barleria is low growing and often used as a ground cover. It is suited for growing in pots and hanging baskets as well., They are of compact bushy growth and tolerate regular pruning or shaping., They grow well in sun or partial shade., Plant in well drained fertile soils., Can be also grown as shapely and attractive pot plants.","['Scraped_Images/987_Barleria repens/Barleria repens_0.jpg', 'Scraped_Images/987_Barleria repens/Barleria repens_1.jpg', 'Scraped_Images/987_Barleria repens/Barleria repens_2.jpg']"
988,Bauhinia galpinii,"Bauhinia Brick Red, Pride Of The Cape","Marahi - Lal Kanchan, Hindi- Lal Kachnar, Telugu- Kanchana, Bengali- Kanchan","Shrubs, Trees",Leguminosae or Fabaceae or Pea family,Sun growing,Normal,Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,4 to 6 meters,4 to 6 meters,Low spreading,,"Auspicious or Feng Shui plant, Rare Plant or difficult to get plant, Plant for puja or prayer flower or leaves, Good for screening, Good for Hedges and Borders, Attracts birds, Attracts butterflies, Attracts bees, Quick growing trees, Evergreen trees, Suitable for road median planting, Hanging or weeping growth habit, Salt or salinity tolerant, Good on seaside","Native to Tropical America., A spectacular plant by any standard. The flowers contrast well against the foliage., A busy rambling, prostrate shrub to a small tree., Plant 1.8-7.5 m height., Leaves 5.0-7.5 cm long., Brick red flowers with yellow spot on the side.","Very quick growing., Species prefers milder climate and well drained soil., Ideal for growing in small gardens or large pots., Flowering starts in 2-3 years., Plants prefer acidic soil.","['Scraped_Images/988_Bauhinia galpinii/Bauhinia galpinii_0.jpg', 'Scraped_Images/988_Bauhinia galpinii/Bauhinia galpinii_1.jpg', 'Scraped_Images/988_Bauhinia galpinii/Bauhinia galpinii_2.jpg', 'Scraped_Images/988_Bauhinia galpinii/Bauhinia galpinii_3.jpg', 'Scraped_Images/988_Bauhinia galpinii/Bauhinia galpinii_4.jpg']"
989,Bauhinia acuminata,"Bauhinia Dwarf White, Orchid Tree, Kanchan White, Kuchar","Marahi - Kanchan, Hindi- Kachnal, Safed Kachnar, Telugu- Kanchana, Bengali- Kanchan",Shrubs,Leguminosae or Fabaceae or Pea family,"Sun growing, Semi shade","Normal, Can tolerate more",Flowers,"March, April, May, June, July, August, September, Flowers in flushes throughout the year",Green,2 to 4 meters,1 to 2 meters,Upright or Erect,,"Auspicious or Feng Shui plant, Good for making bonsai, Plant for puja or prayer flower or leaves, Good for screening, Good for Hedges and Borders, Attracts birds, Attracts butterflies, Attracts bees, Suitable for road median planting, Grows best in humid and warm regions","A very pretty plant from the pea family (Family-Leguminosae. It is an upright growing shrub that can reach a height of 2 to 2.5 m height. Leaves are 10 to 15 cm long., The branches are pubescnt (covered with hair)often starting from near the ground.",A very fast growing shrub. Plants prefer acidic soils. (will show iron deficiency in alkaline soils). Once this condition is met it is a very hardy plant. Is quite widely planted in gardens. Most suitable for growing in small gardens as a pot plant or in the ground. Requires rich well drained soil.,"['Scraped_Images/989_Bauhinia acuminata/Bauhinia acuminata_0.jpg', 'Scraped_Images/989_Bauhinia acuminata/Bauhinia acuminata_1.jpg', 'Scraped_Images/989_Bauhinia acuminata/Bauhinia acuminata_2.jpg', 'Scraped_Images/989_Bauhinia acuminata/Bauhinia acuminata_3.jpg', 'Scraped_Images/989_Bauhinia acuminata/Bauhinia acuminata_4.jpg']"
990,Bauhinia rufescens,Bauhinia Mini,"Marahi - Kanchan, Hindi- Kachnal, Telugu- Kanchana, Bengali- Kanchan","Shrubs, Trees",Leguminosae or Fabaceae or Pea family,"Sun growing, Semi shade",Normal,Foliage,"Flowers in flushes throughout the year, Flowers are inconspicuous",Green,2 to 4 meters,2 to 4 meters,"Irregular, Spreading",,"Indigenous (native to India), Auspicious or Feng Shui plant, Good for making bonsai, Good for Topiary, Good for Hedges and Borders, Attracts birds, Attracts butterflies, Attracts bees, Salt or salinity tolerant, Good on seaside",It often grows quite big in the ground. Primarily suited to be grown as a bonsai or as a trimmed and shaped shrub. The leaves are a nice silvery green colour. The plant is hardy and grows well both in sun as well as semi shade.,An easy plant to grow. Unlike other bauhinias it will grow well in acidic as well as alkaline soils.,"['Scraped_Images/990_Bauhinia rufescens/Bauhinia rufescens_0.jpg', 'Scraped_Images/990_Bauhinia rufescens/Bauhinia rufescens_1.jpg', 'Scraped_Images/990_Bauhinia rufescens/Bauhinia rufescens_2.jpg', 'Scraped_Images/990_Bauhinia rufescens/Bauhinia rufescens_3.jpg', 'Scraped_Images/990_Bauhinia rufescens/Bauhinia rufescens_4.jpg']"
991,"Bauhinia tomentosa, B. picta, B. taitensid","St Thomas Tree,  Bell Bauhinia","Marathi- Pivala Kanchan, Hindi - Chota Kachnar","Shrubs, Trees",Leguminosae or Fabaceae or Pea family,"Sun growing, Semi shade",Normal,Flowers,"March, April, May, June, July, August",Green,2 to 4 meters,1 to 2 meters,Upright or Erect,,"Indigenous (native to India), Auspicious or Feng Shui plant, Rare Plant or difficult to get plant, Good for making bonsai, Plant for puja or prayer flower or leaves, Good for screening, Good for Hedges and Borders, Attracts birds, Attracts butterflies, Attracts bees, Quick growing trees, Suitable for road median planting, Hanging or weeping growth habit, Salt or salinity tolerant, Good on seaside","Native to India and China., A tall shrub that can grow to be a small tree up to 3 - 4 m tall., Leaves 3-4 cm long., Flowers sulpur yellow with a dark brown spot on the inside., Used for hedges., The black wood is hard., This blotch is likened to the blood of the martyred St Thomas and gives this species its common name.","Very fast growing., Grows in any type of soil, produces flowers abundantly., Additional fertilizers will make the plants grow healthy.",[]
992,Buxus microphylla japonica,"Boxwood For Bonsai, California Boxwood, Japanese Little Leaf Boxwood",,Shrubs,Buxaceae or Boxwood family,"Sun growing, Semi shade",Normal,Foliage,,Green,50 cms to 100 cms,50 cms to 100 cms,Spherical or rounded,,"Good for making bonsai, Good for Edges ie very small hedge or border, Suitable for road median planting, Grows best in cooler regions","Evergreen densely branching shrub to about 2 m. high, the wiry shoots with small 1 to 2 cm obovate leathery leaves closely set, and a glossy brght green to deep green., Clipped into hedges, or globes, pyramids or other topiary shapes in containers.","Tolerates the dry heat of a California patio, and alkaline soil, but not fully frost resistant.","['Scraped_Images/992_Buxus microphylla japonica/Buxus microphylla japonica_0.jpg', 'Scraped_Images/992_Buxus microphylla japonica/Buxus microphylla japonica_1.jpg', 'Scraped_Images/992_Buxus microphylla japonica/Buxus microphylla japonica_2.jpg', 'Scraped_Images/992_Buxus microphylla japonica/Buxus microphylla japonica_3.jpg', 'Scraped_Images/992_Buxus microphylla japonica/Buxus microphylla japonica_4.jpg']"
993,Beaucarnea recurvata,"Nolina Elephants Foot, Pony Tail, Elephant Foot Tree.","Marathi - Nolina, Hindi - Nolina","Shrubs, Cacti & Succulents, Indoor Plants, Trees",Liliaceae or Lily family,"Sun growing, Semi shade, Shade growing","Can tolerate less, Requires less",Foliage,Flowers are inconspicuous,Green,4 to 6 meters,2 to 4 meters,Upright or Erect,,"Good for screening, Quick growing trees, Evergreen trees, Suitable for road median planting, Hanging or weeping growth habit, Good on seaside","is a native of Taxas and Mexico., The pony tail as it is popularly known is a favorite house plant., The lower stem is a swollen reservoir of water and food. In large plants it may be hollow., The upper stem elongates forming a narrow trunk topped with leaves 3/4 inch wide and up to 4 feet long., Spikes of small white flower are produced infrequently., Can grow to a height of 10 meters. However it satys small in pots., Does not flower in hot areas. Requires cold to flower and set seed.","They grow best in full sun with a dry atmosphere., The soil should be a sandy loam with limestone and a balanced fertilizer added at planting., Beaucarnea soldom needs repotting and can stay for years in a small container., In case it is getting too tall - it may be cut back. Plant will sprout.","['Scraped_Images/993_Beaucarnea recurvata/Beaucarnea recurvata_0.jpg', 'Scraped_Images/993_Beaucarnea recurvata/Beaucarnea recurvata_1.jpg', 'Scraped_Images/993_Beaucarnea recurvata/Beaucarnea recurvata_2.jpg', 'Scraped_Images/993_Beaucarnea recurvata/Beaucarnea recurvata_3.jpg', 'Scraped_Images/993_Beaucarnea recurvata/Beaucarnea recurvata_4.jpg']"
994,Beleperone guttata rubra,Shrimp Plant Red,,"Shrubs, Groundcovers",Acanthaceae or Crossandra or Thunbergia family,"Sun growing, Semi shade, Shade growing","Normal, Can tolerate less",Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,50 cms to 100 cms,50 cms to 100 cms,Spreading,,"Good for Cut flowers, Good for Cut foliage, Plant for puja or prayer flower or leaves, Good for screening, Attracts butterflies, Attracts bees, Suitable for road median planting, Hanging or weeping growth habit, Good on seaside","The shrimp plant is a native of Mexico., Evergreen feathery growing foliage shrub., Grows up to 1 meter high., The stem are downy with soft oval light green leaves which are shiny above and downy beneath., The tongue like white flowers are insignificant and mostly hidden., The plants just bloom and bloom., Plants are best suited for planting as a hedge or as a group., They should be kept to a height of around 60 cms.","Does well both in full sunlight as well as shade., Grow in rich well composted and well drained soil., Plants can be planted at a distance of around 25 to 30 cms to achieve quick and even coverage., Do not make a very low hedge - as this may require frequent cutting and loss of flowers.","['Scraped_Images/994_Beleperone guttata rubra/Beleperone guttata rubra_0.jpg', 'Scraped_Images/994_Beleperone guttata rubra/Beleperone guttata rubra_1.jpg', 'Scraped_Images/994_Beleperone guttata rubra/Beleperone guttata rubra_2.jpg', 'Scraped_Images/994_Beleperone guttata rubra/Beleperone guttata rubra_3.jpg', 'Scraped_Images/994_Beleperone guttata rubra/Beleperone guttata rubra_4.jpg']"
995,"Bixa orellana, B. americana, B. urucurana","Annatto Tree, Lipstick Tree. Anato","Hindi - Latkan, Manipuri - Ureirom, Kannada - Rangamali, Tamil - Sappiravirai, Oriya - Lotkons, Bengali - Latkan, Malayalam - Kurannumannal, Marathi - Sendri, Gujarati - Sinduri, Assamese - Jolandhar","Shrubs, Trees",Bixaceae,Sun growing,Normal,Fruit or Seed,"Year-around flowering, Flowers in flushes throughout the year",Green,2 to 4 meters,2 to 4 meters,"Irregular, Upright or Erect",,"Good for screening, Attracts butterflies, Attracts bees, Suitable for road median planting, Good on seaside, Grows best in humid and warm regions, Must have for Farm house or big gardens","This is a native of Mexico and other regions of south America., Grows up to 7 m high., It is an evergreen tree that is mostly encountered as a shrub., Small flowers are followed by hairy fruit., Fruit capsule is 6 cms long., Reddish to rich brown fruits., Fruits are densely packed with small, soft, angular, w oody seeds that have a oily feel. These have a soft powdery coating., This powder is used in commerce as edible food colouring., This is an important are honey plant., Bixa powder was once also used as a fabric dye., Grown in gardens primarily for its decorative, red, spiny fruit.","A very quick growing plant., Soil for planting should be rich in nutrients and slightly acidic., Grown as much for its charming blooms as for its decorative fruit., Plants do not like brackish water., Plants can also be grown in large pots.","['Scraped_Images/995_Bixa orellana, B. americana, B. urucurana/Bixa orellana, B. americana, B. urucurana_0.jpg']"
996,Bougainvillea x buttiana begum sikhander,Bougainvillea Pink And White,"Marathi - Bougainvillea, Bengali - Baganbilash, Hindi - Baganvilas, Telugu- Bogam Malle","Shrubs, Climbers, Creepers & Vines",Nyctaginaceae or Bougainvillea family,Sun growing,"Can tolerate more, Requires less",Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,1 to 2 meters,1 to 2 meters,"Irregular, Spreading",,"Good for making bonsai, Good for Topiary, Good for screening, Good for Hedges and Borders, Can grow on trellis or chain link fencing, Attracts butterflies, Animals will not eat, Thorny or Spiny, Suitable for road median planting, Hanging or weeping growth habit, Salt or salinity tolerant, Good on seaside",The flowers are beautifully tinged with light pink. The Bougainvillea x buttiana types are of compact growth and generally dwarf types. The bract size is medium. Their excellent color range makes them popular.,Care and culture for all bougainvilleas is the same. That they need - no care and no culture. Bougainvillea are hardy plants. Care should be taken while planting new plants. Do not break the soil ball. They have very few and fine roots. If these break - plants may die. Once established care is minimum. They need the occasional pruning to keep them in check. Avoid planting next to trees as they may climb up and take over the tree. Pruning should be done after the flowering is over. Water absolutely less. It is okay if the leaves wilt a little. The water stress makes them flower more.,[]
